correction_id,destination,year,origin_name,column_changed,old_value,new_value,reason
TUN_MISSING,Tunisie,2017,Croates,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Croates,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Croates,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Serbes,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Serbes,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Serbes,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Serbes,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Turcs,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Turcs,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Turcs,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Turcs,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Lituaniens,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Lituaniens,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Lituaniens,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Lituaniens,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Slovaques,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Slovaques,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Slovaques,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Slovaques,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Slovènes,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Slovènes,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Slovènes,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Slovènes,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Bulgares,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Bulgares,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Bulgares,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Bulgares,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Hongrois,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Hongrois,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Hongrois,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Hongrois,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Roumains,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Roumains,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Roumains,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Roumains,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Marocains,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Marocains,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Marocains,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Marocains,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Mauritaniens,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Mauritaniens,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Mauritaniens,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2018,Mauritaniens,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Saoudiens,quality_flag,exact_country,missing_unverified,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
TUN_MISSING,Tunisie,2017,Saoudiens,notes,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers.,Absence d'une nationalité publiée ≠ zéro; TRE non fusionnés avec touristes étrangers. Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.,Valeur absente du dataset harmonisé ; cause de l'absence non vérifiée dans la source originale. Ne pas interpréter comme zéro.
